institute,year,round,round_label,region,branch,category,sub_category,closing_rank,source_file
DTU,2025,R1,Round1,Delhi,Computer Science and Engineering,General,Gender-Neutral,6105,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Computer Science and Engineering,General,Girl,7159,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Computer Science and Engineering,EWS,Gender-Neutral,21103,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Computer Science and Engineering,EWS,Girl,25153,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Computer Science and Engineering,OBC,Gender-Neutral,42250,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Computer Science and Engineering,OBC,Girl,49327,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Computer Science and Engineering,SC,Gender-Neutral,80206,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Computer Science and Engineering,SC,Girl,94614,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Computer Science and Engineering,ST,Gender-Neutral,304203,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Computer Science and Engineering,ST,Girl,326025,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Computer Science and Engineering,General,Single-Girl,10557,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Computer Science and Engineering,General,PwD,148004,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Computer Science and Engineering,EWS,PwD,218410,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Computer Science and Engineering,OBC,PwD,604683,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Computer Science and Engineering,SC,PwD,814722,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Computer Science and Engineering (Data Science & Analytics),General,Gender-Neutral,7283,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Computer Science and Engineering (Data Science & Analytics),General,Girl,7382,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Computer Science and Engineering (Data Science & Analytics),EWS,Gender-Neutral,26474,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Computer Science and Engineering (Data Science & Analytics),OBC,Gender-Neutral,44425,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Computer Science and Engineering (Data Science & Analytics),OBC,Girl,49393,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Computer Science and Engineering (Data Science & Analytics),SC,Gender-Neutral,86297,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Computer Science and Engineering (Data Science & Analytics),SC,Girl,94818,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Computer Science and Engineering (Data Science & Analytics),ST,Gender-Neutral,304227,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Computer Science and Engineering (Data Science & Analytics),General,Single-Girl,12885,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Computer Science and Engineering (Data Science & Analytics),General,PwD,164213,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Computer Science and Engineering (Data Science & Analytics),OBC,PwD,661822,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Information Technology,General,Gender-Neutral,9456,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Information Technology,General,Girl,10500,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Information Technology,EWS,Gender-Neutral,30402,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Information Technology,EWS,Girl,31247,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Information Technology,OBC,Gender-Neutral,55360,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Information Technology,OBC,Girl,57393,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Information Technology,SC,Gender-Neutral,111573,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Information Technology,ST,Gender-Neutral,375308,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Information Technology,ST,Girl,428469,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Information Technology,General,Single-Girl,17889,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Information Technology,General,PwD,236246,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Information Technology,EWS,PwD,293227,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Information Technology,OBC,PwD,863726,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Information Technology (Cyber Security),General,Gender-Neutral,12480,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Information Technology (Cyber Security),General,Girl,13129,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Information Technology (Cyber Security),EWS,Gender-Neutral,35287,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Information Technology (Cyber Security),OBC,Gender-Neutral,63447,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Information Technology (Cyber Security),OBC,Girl,83687,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Information Technology (Cyber Security),SC,Gender-Neutral,132445,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Information Technology (Cyber Security),SC,Girl,163361,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Information Technology (Cyber Security),ST,Gender-Neutral,432099,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Information Technology (Cyber Security),General,Single-Girl,22510,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Information Technology (Cyber Security),General,PwD,226990,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Information Technology (Cyber Security),OBC,PwD,968761,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Software Engineering,General,Gender-Neutral,12475,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Software Engineering,General,Girl,12833,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Software Engineering,EWS,Gender-Neutral,38273,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Software Engineering,EWS,Girl,38505,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Software Engineering,OBC,Gender-Neutral,72918,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Software Engineering,OBC,Girl,83605,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Software Engineering,SC,Gender-Neutral,135139,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Software Engineering,SC,Girl,148108,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Software Engineering,ST,Gender-Neutral,470969,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Software Engineering,ST,Girl,593537,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Software Engineering,General,Single-Girl,22677,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Software Engineering,General,PwD,252524,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Software Engineering,EWS,PwD,345115,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mathematics and Computing,General,Gender-Neutral,13808,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mathematics and Computing,General,Girl,16073,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mathematics and Computing,EWS,Gender-Neutral,44289,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mathematics and Computing,EWS,Girl,45317,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mathematics and Computing,OBC,Gender-Neutral,86001,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mathematics and Computing,OBC,Girl,106011,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mathematics and Computing,SC,Gender-Neutral,172911,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mathematics and Computing,SC,Girl,173557,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mathematics and Computing,ST,Gender-Neutral,664373,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mathematics and Computing,ST,Girl,667981,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mathematics and Computing,General,Single-Girl,19129,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mathematics and Computing,General,PwD,303604,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mathematics and Computing,EWS,PwD,419962,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Electronics and Communication Engineering,General,Gender-Neutral,16466,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Electronics and Communication Engineering,General,Girl,19898,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Electronics and Communication Engineering,EWS,Gender-Neutral,52149,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Electronics and Communication Engineering,EWS,Girl,61080,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Electronics and Communication Engineering,OBC,Gender-Neutral,92387,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Electronics and Communication Engineering,OBC,Girl,111359,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Electronics and Communication Engineering,SC,Gender-Neutral,175923,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Electronics and Communication Engineering,ST,Gender-Neutral,724927,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Electronics and Communication Engineering,ST,Girl,728070,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Electronics and Communication Engineering,General,Single-Girl,22899,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Electronics and Communication Engineering,General,PwD,313852,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Electronics and Communication Engineering,OBC,PwD,837942,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Electronics Engineering (VLSI Design and Technology),General,Gender-Neutral,18214,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Electronics Engineering (VLSI Design and Technology),General,Girl,19083,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Electronics Engineering (VLSI Design and Technology),EWS,Gender-Neutral,55339,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Electronics Engineering (VLSI Design and Technology),OBC,Gender-Neutral,103680,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Electronics Engineering (VLSI Design and Technology),OBC,Girl,114241,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Electronics Engineering (VLSI Design and Technology),SC,Gender-Neutral,197720,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Electronics Engineering (VLSI Design and Technology),SC,Girl,208540,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Electronics Engineering (VLSI Design and Technology),ST,Gender-Neutral,797962,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Electronics Engineering (VLSI Design and Technology),General,Single-Girl,24313,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Electronics Engineering (VLSI Design and Technology),General,PwD,386529,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Electronics Engineering (VLSI Design and Technology),EWS,PwD,451368,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Electrical Engineering,General,Gender-Neutral,25266,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Electrical Engineering,General,Girl,35552,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Electrical Engineering,EWS,Gender-Neutral,71570,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Electrical Engineering,EWS,Girl,97034,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Electrical Engineering,OBC,Gender-Neutral,130895,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Electrical Engineering,OBC,Girl,169446,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Electrical Engineering,SC,Gender-Neutral,229539,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Electrical Engineering,SC,Girl,318482,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Electrical Engineering,ST,Gender-Neutral,994975,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Electrical Engineering,General,Single-Girl,37174,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Electrical Engineering,General,PwD,656869,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mechanical Engineering,General,Gender-Neutral,35566,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mechanical Engineering,General,Girl,57487,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mechanical Engineering,EWS,Gender-Neutral,95659,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mechanical Engineering,EWS,Girl,174639,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mechanical Engineering,OBC,Gender-Neutral,162648,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mechanical Engineering,OBC,Girl,264799,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mechanical Engineering,SC,Gender-Neutral,283480,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mechanical Engineering,SC,Girl,387224,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mechanical Engineering,ST,Gender-Neutral,1353901,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mechanical Engineering,General,Single-Girl,70740,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mechanical Engineering,General,PwD,689133,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mechanical Engineering,OBC,PwD,774676,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mechanical Engineering with specialization in Automotive Engineering,General,Gender-Neutral,36818,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mechanical Engineering with specialization in Automotive Engineering,General,Girl,57002,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mechanical Engineering with specialization in Automotive Engineering,EWS,Gender-Neutral,89506,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mechanical Engineering with specialization in Automotive Engineering,OBC,Gender-Neutral,167982,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mechanical Engineering with specialization in Automotive Engineering,OBC,Girl,265294,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mechanical Engineering with specialization in Automotive Engineering,SC,Gender-Neutral,281435,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mechanical Engineering with specialization in Automotive Engineering,SC,Girl,432237,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mechanical Engineering with specialization in Automotive Engineering,ST,Gender-Neutral,783096,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mechanical Engineering with specialization in Automotive Engineering,General,Single-Girl,81599,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Mechanical Engineering with specialization in Automotive Engineering,General,PwD,838112,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Engineering Physics,General,Gender-Neutral,35427,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Engineering Physics,General,Girl,48687,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Engineering Physics,EWS,Gender-Neutral,98592,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Engineering Physics,OBC,Gender-Neutral,164428,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Engineering Physics,OBC,Girl,236184,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Engineering Physics,SC,Gender-Neutral,300316,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Engineering Physics,SC,Girl,342133,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Engineering Physics,ST,Gender-Neutral,880496,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Engineering Physics,General,Single-Girl,54605,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Engineering Physics,General,PwD,1360126,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Chemical Engineering,General,Gender-Neutral,40718,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Chemical Engineering,General,Girl,44418,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Chemical Engineering,EWS,Gender-Neutral,109015,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Chemical Engineering,EWS,Girl,166738,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Chemical Engineering,OBC,Gender-Neutral,184146,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Chemical Engineering,OBC,Girl,229538,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Chemical Engineering,SC,Gender-Neutral,310102,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Chemical Engineering,ST,Gender-Neutral,747794,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Chemical Engineering,General,Single-Girl,91460,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Chemical Engineering,General,PwD,1279355,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Civil Engineering,General,Gender-Neutral,45192,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Civil Engineering,General,Girl,68939,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Civil Engineering,EWS,Gender-Neutral,111899,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Civil Engineering,EWS,Girl,199792,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Civil Engineering,OBC,Gender-Neutral,194769,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Civil Engineering,OBC,Girl,288743,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Civil Engineering,SC,Gender-Neutral,313158,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Civil Engineering,SC,Girl,394746,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Civil Engineering,ST,Gender-Neutral,404806,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Civil Engineering,ST,Girl,535115,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Civil Engineering,General,Single-Girl,107346,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Civil Engineering,General,PwD,1061175,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Production & Industrial Engineering,General,Gender-Neutral,42551,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Production & Industrial Engineering,General,Girl,72325,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Production & Industrial Engineering,EWS,Gender-Neutral,113781,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Production & Industrial Engineering,OBC,Gender-Neutral,196464,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Production & Industrial Engineering,OBC,Girl,330362,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Production & Industrial Engineering,SC,Gender-Neutral,330369,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Production & Industrial Engineering,SC,Girl,459379,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Production & Industrial Engineering,ST,Gender-Neutral,1029279,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Production & Industrial Engineering,General,Single-Girl,114374,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Environmental Engineering,General,Gender-Neutral,46543,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Environmental Engineering,General,Girl,55917,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Environmental Engineering,EWS,Gender-Neutral,122877,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Environmental Engineering,OBC,Gender-Neutral,202570,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Environmental Engineering,OBC,Girl,299896,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Environmental Engineering,SC,Gender-Neutral,343565,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Environmental Engineering,SC,Girl,403477,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Environmental Engineering,ST,Gender-Neutral,643847,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Environmental Engineering,General,Single-Girl,96556,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Environmental Engineering,General,PwD,1121086,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Bio-Technology,General,Gender-Neutral,48205,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Bio-Technology,General,Girl,56476,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Bio-Technology,EWS,Gender-Neutral,120183,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Bio-Technology,EWS,Girl,203570,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Bio-Technology,OBC,Gender-Neutral,204614,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Bio-Technology,OBC,Girl,263617,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Bio-Technology,SC,Gender-Neutral,322378,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Bio-Technology,ST,Gender-Neutral,596929,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Bio-Technology,General,Single-Girl,79298,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Delhi,Bio-Technology,General,PwD,1204910,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Computer Science and Engineering,General,Gender-Neutral,2285,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Computer Science and Engineering,General,Girl,3392,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Computer Science and Engineering,EWS,Gender-Neutral,4915,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Computer Science and Engineering,EWS,Girl,5671,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Computer Science and Engineering,OBC,Gender-Neutral,8016,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Computer Science and Engineering,OBC,Girl,8853,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Computer Science and Engineering,SC,Gender-Neutral,39893,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Computer Science and Engineering,SC,Girl,44333,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Computer Science and Engineering,ST,Gender-Neutral,66042,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Computer Science and Engineering,General,PwD,6265,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Computer Science and Engineering,EWS,PwD,97163,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Computer Science and Engineering,OBC,PwD,134244,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Computer Science and Engineering,SC,PwD,464242,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Computer Science and Engineering (Data Science & Analytics),General,Gender-Neutral,3026,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Computer Science and Engineering (Data Science & Analytics),EWS,Gender-Neutral,4364,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Computer Science and Engineering (Data Science & Analytics),OBC,Gender-Neutral,9039,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Computer Science and Engineering (Data Science & Analytics),SC,Gender-Neutral,46929,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Computer Science and Engineering (Data Science & Analytics),ST,Gender-Neutral,79186,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Information Technology,General,Gender-Neutral,3847,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Information Technology,EWS,Gender-Neutral,6754,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Information Technology,OBC,Gender-Neutral,10340,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Information Technology,SC,Gender-Neutral,46396,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Information Technology,SC,Girl,64565,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Information Technology,ST,Gender-Neutral,104425,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Information Technology,General,PwD,78709,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Information Technology (Cyber Security),General,Gender-Neutral,4542,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Information Technology (Cyber Security),EWS,Gender-Neutral,8073,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Information Technology (Cyber Security),OBC,Gender-Neutral,11425,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Information Technology (Cyber Security),SC,Gender-Neutral,47634,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Information Technology (Cyber Security),ST,Gender-Neutral,105678,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Software Engineering,General,Gender-Neutral,4705,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Software Engineering,General,Girl,5064,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Software Engineering,EWS,Gender-Neutral,6703,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Software Engineering,OBC,Gender-Neutral,12574,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Software Engineering,SC,Gender-Neutral,53670,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Software Engineering,ST,Gender-Neutral,124480,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Software Engineering,General,PwD,63563,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Software Engineering,EWS,PwD,393201,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Mathematics and Computing,General,Gender-Neutral,4411,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Mathematics and Computing,General,Girl,4834,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Mathematics and Computing,EWS,Gender-Neutral,9324,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Mathematics and Computing,OBC,Gender-Neutral,12805,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Mathematics and Computing,SC,Gender-Neutral,60699,DTU_Round1_2025.pdf
DTU,2025,R1,Round1,Outside-Delhi,Mathematics and Computing,ST,Gender-Neutral,105153,DTU_Round1_2025.pdf
