institute,branch,round,region,category,sub_category,closing_rank
NSUT Main (Dwarka),Mathematics & Computing,1,outside_delhi,general,girl,7541
NSUT Main (Dwarka),Mathematics & Computing,1,outside_delhi,obc,girl,24669
NSUT Main (Dwarka),Electronics & Communication Engineering,1,outside_delhi,general,gender-neutral,7226
NSUT Main (Dwarka),Electronics & Communication Engineering,1,outside_delhi,ews,gender-neutral,10882
NSUT Main (Dwarka),Electronics & Communication Engineering,1,outside_delhi,obc,gender-neutral,17978
NSUT Main (Dwarka),Electronics & Communication Engineering,1,outside_delhi,sc,gender-neutral,76664
NSUT Main (Dwarka),Electronics & Communication Engineering,1,outside_delhi,st,gender-neutral,128849
NSUT Main (Dwarka),Electronics & Communication Engineering,1,outside_delhi,general,girl,9555
NSUT Main (Dwarka),Electronics & Communication Engineering,1,outside_delhi,ews,girl,15647
NSUT Main (Dwarka),Electronics & Communication Engineering,1,outside_delhi,obc,girl,25131
NSUT Main (Dwarka),Electronics & Communication Engineering,1,outside_delhi,sc,girl,110707
NSUT Main (Dwarka),Electronics & Communication Engineering,1,outside_delhi,st,girl,183511
NSUT Main (Dwarka),Electronics & Communication Engineering,1,outside_delhi,general,pwd,70479
NSUT Main (Dwarka),Electronics & Communication Engineering,1,outside_delhi,ews,pwd,114716
NSUT Main (Dwarka),Electronics & Communication Engineering,1,outside_delhi,obc,pwd,112226
NSUT Main (Dwarka),Electronics Engg (VLSI Design & Technology),1,outside_delhi,general,gender-neutral,7764
NSUT Main (Dwarka),Electronics Engg (VLSI Design & Technology),1,outside_delhi,ews,gender-neutral,11189
NSUT Main (Dwarka),Electronics Engg (VLSI Design & Technology),1,outside_delhi,obc,gender-neutral,19098
NSUT Main (Dwarka),Electronics Engg (VLSI Design & Technology),1,outside_delhi,sc,gender-neutral,77625
NSUT Main (Dwarka),Electronics Engg (VLSI Design & Technology),1,outside_delhi,st,gender-neutral,158431
NSUT Main (Dwarka),Electronics Engg (VLSI Design & Technology),1,outside_delhi,general,girl,9462
NSUT Main (Dwarka),Electronics Engg (VLSI Design & Technology),1,outside_delhi,obc,girl,32581
NSUT Main (Dwarka),Electrical Engineering,1,outside_delhi,general,gender-neutral,9879
NSUT Main (Dwarka),Electrical Engineering,1,outside_delhi,ews,gender-neutral,14261
NSUT Main (Dwarka),Electrical Engineering,1,outside_delhi,obc,gender-neutral,21226
NSUT Main (Dwarka),Electrical Engineering,1,outside_delhi,sc,gender-neutral,88172
NSUT Main (Dwarka),Electrical Engineering,1,outside_delhi,st,gender-neutral,154752
NSUT Main (Dwarka),Electrical Engineering,1,outside_delhi,general,girl,13151
NSUT Main (Dwarka),Electrical Engineering,1,outside_delhi,obc,girl,36816
NSUT Main (Dwarka),Electrical Engineering,1,outside_delhi,st,girl,190924
NSUT Main (Dwarka),Electrical Engineering,1,outside_delhi,general,defense-cw,800864
NSUT Main (Dwarka),Electrical Engineering,1,outside_delhi,obc,defense-cw,77876
NSUT Main (Dwarka),Instrumentation & Control Engineering,1,outside_delhi,general,gender-neutral,10633
NSUT Main (Dwarka),Instrumentation & Control Engineering,1,outside_delhi,ews,gender-neutral,15215
NSUT Main (Dwarka),Instrumentation & Control Engineering,1,outside_delhi,obc,gender-neutral,24783
NSUT Main (Dwarka),Instrumentation & Control Engineering,1,outside_delhi,sc,gender-neutral,100252
NSUT Main (Dwarka),Instrumentation & Control Engineering,1,outside_delhi,st,gender-neutral,178724
NSUT Main (Dwarka),Instrumentation & Control Engineering,1,outside_delhi,general,girl,21018
NSUT Main (Dwarka),Instrumentation & Control Engineering,1,outside_delhi,obc,girl,31171
NSUT Main (Dwarka),Instrumentation & Control Engineering,1,outside_delhi,sc,girl,156475
NSUT Main (Dwarka),Instrumentation & Control Engineering,1,outside_delhi,general,defense-cw,74514
NSUT Main (Dwarka),Instrumentation & Control Engineering,1,outside_delhi,st,defense-cw,350834
NSUT Main (Dwarka),Instrumentation & Control Engineering,1,outside_delhi,general,pwd,112205
NSUT Main (Dwarka),Instrumentation & Control Engineering,1,outside_delhi,obc,pwd,203110
NSUT Main (Dwarka),Mechanical Engineering,1,outside_delhi,general,gender-neutral,13069
NSUT Main (Dwarka),Mechanical Engineering,1,outside_delhi,ews,gender-neutral,17406
NSUT Main (Dwarka),Mechanical Engineering,1,outside_delhi,obc,gender-neutral,30027
NSUT Main (Dwarka),Mechanical Engineering,1,outside_delhi,sc,gender-neutral,108365
NSUT Main (Dwarka),Mechanical Engineering,1,outside_delhi,st,gender-neutral,156359
NSUT Main (Dwarka),Mechanical Engineering,1,outside_delhi,general,girl,23762
NSUT Main (Dwarka),Mechanical Engineering,1,outside_delhi,ews,girl,38401
NSUT Main (Dwarka),Mechanical Engineering,1,outside_delhi,obc,girl,49987
NSUT Main (Dwarka),Mechanical Engineering,1,outside_delhi,sc,girl,154082
NSUT Main (Dwarka),Mechanical Engineering,1,outside_delhi,sc,defense-cw,148302
NSUT Main (Dwarka),Mechanical Engineering,1,outside_delhi,general,pwd,105138
NSUT Main (Dwarka),Mechanical Engineering,1,outside_delhi,obc,pwd,247241
NSUT Main (Dwarka),Bio-Technology,1,outside_delhi,general,gender-neutral,16013
NSUT Main (Dwarka),Bio-Technology,1,outside_delhi,ews,gender-neutral,19375
NSUT Main (Dwarka),Bio-Technology,1,outside_delhi,obc,gender-neutral,38969
NSUT Main (Dwarka),Bio-Technology,1,outside_delhi,sc,gender-neutral,111802
NSUT Main (Dwarka),Bio-Technology,1,outside_delhi,st,gender-neutral,198368
NSUT Main (Dwarka),Bio-Technology,1,outside_delhi,general,girl,21293
NSUT Main (Dwarka),Bio-Technology,1,outside_delhi,obc,girl,56155
NSUT Main (Dwarka),Bio-Technology,1,outside_delhi,sc,defense-cw,191081
NSUT East Campus,Computer Science & Engineering (Big Data Analytics),1,outside_delhi,general,gender-neutral,6140
NSUT East Campus,Computer Science & Engineering (Big Data Analytics),1,outside_delhi,ews,gender-neutral,11407
NSUT East Campus,Computer Science & Engineering (Big Data Analytics),1,outside_delhi,obc,gender-neutral,13435
NSUT East Campus,Computer Science & Engineering (Big Data Analytics),1,outside_delhi,sc,gender-neutral,66194
NSUT East Campus,Computer Science & Engineering (Big Data Analytics),1,outside_delhi,st,gender-neutral,127310
NSUT East Campus,Computer Science & Engineering (Big Data Analytics),1,outside_delhi,obc,girl,21934
NSUT East Campus,Computer Science & Engineering (Big Data Analytics),1,outside_delhi,sc,girl,117392
NSUT East Campus,Computer Science & Engineering (Big Data Analytics),1,outside_delhi,general,pwd,87856
NSUT East Campus,Computer Science & Engineering (IoT),1,outside_delhi,general,gender-neutral,7544
NSUT East Campus,Computer Science & Engineering (IoT),1,outside_delhi,ews,gender-neutral,12811
NSUT East Campus,Computer Science & Engineering (IoT),1,outside_delhi,obc,gender-neutral,14032
NSUT East Campus,Computer Science & Engineering (IoT),1,outside_delhi,sc,gender-neutral,73028
NSUT East Campus,Computer Science & Engineering (IoT),1,outside_delhi,st,gender-neutral,159918
NSUT East Campus,Computer Science & Engineering (IoT),1,outside_delhi,general,girl,11310
NSUT East Campus,Computer Science & Engineering (IoT),1,outside_delhi,obc,girl,23916
NSUT East Campus,Electronics & Comm Engg (AI & ML),1,outside_delhi,general,gender-neutral,7575
NSUT East Campus,Electronics & Comm Engg (AI & ML),1,outside_delhi,ews,gender-neutral,13079
NSUT East Campus,Electronics & Comm Engg (AI & ML),1,outside_delhi,obc,gender-neutral,20970
NSUT East Campus,Electronics & Comm Engg (AI & ML),1,outside_delhi,sc,gender-neutral,82974
NSUT East Campus,Electronics & Comm Engg (AI & ML),1,outside_delhi,st,gender-neutral,169836
NSUT East Campus,Electronics & Comm Engg (AI & ML),1,outside_delhi,general,girl,11134
NSUT East Campus,Electronics & Comm Engg (AI & ML),1,outside_delhi,ews,girl,27776
NSUT East Campus,Electronics & Comm Engg (AI & ML),1,outside_delhi,obc,girl,29173
NSUT East Campus,Electronics & Comm Engg (AI & ML),1,outside_delhi,st,girl,250333
NSUT East Campus,Electronics & Comm Engg (AI & ML),1,outside_delhi,general,defense-cw,44897
NSUT East Campus,Electronics & Comm Engg (AI & ML),1,outside_delhi,ews,defense-cw,100195
NSUT East Campus,Electronics & Comm Engg (AI & ML),1,outside_delhi,obc,pwd,117088
NSUT East Campus,Electronics & Comm Engg (AI & ML),1,outside_delhi,sc,pwd,622954
NSUT West Campus,Mechanical Engineering (Electric Vehicles),1,outside_delhi,general,gender-neutral,13992
NSUT West Campus,Mechanical Engineering (Electric Vehicles),1,outside_delhi,ews,gender-neutral,19840
NSUT West Campus,Mechanical Engineering (Electric Vehicles),1,outside_delhi,obc,gender-neutral,33610
NSUT West Campus,Mechanical Engineering (Electric Vehicles),1,outside_delhi,sc,gender-neutral,111467
NSUT West Campus,Mechanical Engineering (Electric Vehicles),1,outside_delhi,st,gender-neutral,188833
NSUT West Campus,Mechanical Engineering (Electric Vehicles),1,outside_delhi,general,girl,24345
NSUT West Campus,Mechanical Engineering (Electric Vehicles),1,outside_delhi,obc,girl,53508
NSUT West Campus,Civil Engineering,1,outside_delhi,general,gender-neutral,16959
NSUT West Campus,Civil Engineering,1,outside_delhi,ews,gender-neutral,19379
NSUT West Campus,Civil Engineering,1,outside_delhi,obc,gender-neutral,34295
NSUT West Campus,Civil Engineering,1,outside_delhi,sc,gender-neutral,124452
NSUT West Campus,Civil Engineering,1,outside_delhi,general,girl,27211
NSUT West Campus,Civil Engineering,1,outside_delhi,ews,girl,50591
NSUT West Campus,Civil Engineering,1,outside_delhi,obc,defense-cw,1421001
NSUT West Campus,Geoinformatics,1,outside_delhi,general,gender-neutral,17602
NSUT West Campus,Geoinformatics,1,outside_delhi,obc,gender-neutral,40762
NSUT West Campus,Geoinformatics,1,outside_delhi,sc,gender-neutral,124893
NSUT West Campus,Geoinformatics,1,outside_delhi,st,gender-neutral,230799
NSUT West Campus,Geoinformatics,1,outside_delhi,general,girl,28290
